indicator_id,database,total_count,missing_count,missing_percentage,indicator_label
NART.1.Q3.GPIA,opri,281,0,0.0,"Total net attendance rate, primary education, middle quintile, adjusted gender parity index (GPIA)"
NART.3.Q4.F.LPIA,opri,275,0,0.0,"Total net attendance rate, upper secondary education, fourth quintile, female, adjusted location parity index (LPIA)"
NART.1.RUR.F.WPIA,opri,274,0,0.0,"Total net attendance rate, primary education, rural, female, adjusted wealth parity index (WPIA)"
NART.2.Q4.F,opri,280,0,0.0,"Total net attendance rate, lower secondary, fourth quintile, female (%)"
NART.3.URB.Q5.GPIA,opri,277,0,0.0,"Total net attendance rate, upper secondary education, urban, richest quintile, adjusted gender parity index (GPIA)"
901204,opri,1128,0,0.0,"Africa: Students from Sudan, both sexes (number)"
ICTSKILLCHANGPRIV.URB,sdg,21,0,0.0,"Proportion of youth and adults who have changed privacy settings on your device, account or app to limit the sharing of personal data and information (e.g. name, contact information, photos), urban, both sexes (%)"
ROFST.H.2.M.DPIA,sdg,21,0,0.0,"Out-of-school rate, lower secondary education, male, adjusted disability parity index (DPIA)"
ICTSKILLCHANGPRIV.AG15T24,sdg,26,0,0.0,"Proportion of youth and adults who have changed privacy settings on your device, account or app to limit the sharing of personal data and information (e.g. name, contact information, photos), 15-24 years old, both sexes (%)"
ICTSKILLCHANGPRIV.LPIA,sdg,20,0,0.0,"Proportion of youth and adults who have changed privacy settings on your device, account or app to limit the sharing of personal data and information (e.g. name, contact information, photos), adjusted location parity index (LPIA)"
ICTSKILLCHANGPRIV.AG25T74,sdg,26,0,0.0,"Proportion of youth and adults who have changed privacy settings on your device, account or app to limit the sharing of personal data and information (e.g. name, contact information, photos), 25-74 years old, both sexes (%)"
GAR.5T8.URB.Q4.GPIA,sdg,1,0,0.0,"Gross attendance ratio for tertiary education, urban, fourth quintile, adjusted gender parity index (GPIA)"
ICTSKILLSETUPEFF.M.LPIA,sdg,11,0,0.0,"Proportion of youth and adults who have set up effective security measures (e.g. strong passwords, log-in attempt notification) to protect devices and online accounts, male, adjusted location parity index (LPIA)"
ICTSKILLCHANGPRIV.AG75OROVER.M,sdg,7,0,0.0,"Proportion of youth and adults who have changed privacy settings on your device, account or app to limit the sharing of personal data and information (e.g. name, contact information, photos), 75 years old or over, male (%)"
ICTSKILLCHANGPRIV.AGUNDER15Y,sdg,7,0,0.0,"Proportion of youth and adults who have changed privacy settings on your device, account or app to limit the sharing of personal data and information (e.g. name, contact information, photos), under 15 years old, both sexes (%)"
ICTSKILLVERIFREL.M.LPIA,sdg,18,0,0.0,"Proportion of youth and adults who have verified the reliability of information found online, male, adjusted location parity index (LPIA)"
ICTSKILLVERIFREL.F.LPIA,sdg,18,0,0.0,"Proportion of youth and adults who have verified the reliability of information found online, female, adjusted location parity index (LPIA)"
READ.G2T3.NATIVE,sdg,6,0,0.0,"Proportion of students in Grade 2 or 3 achieving at least a minimum proficiency level in reading, non-immigrant background, both sexes (%)"
TSALARY.1,sdg,178,0,0.0,"Average teacher salary in primary education relative to other professions requiring a comparable level of qualification, both sexes"
MATH.G2T3.LANGTEST,sdg,33,0,0.0,"Proportion of students in Grade 2 or 3 achieving at least a minimum proficiency level in mathematics, spoke the language of the test at home, both sexes (%)"
ICTSKILLCONNEC.AG75OROVER.F,sdg,48,0,0.0,"Proportion of youth and adults who have connected and installed new devices, 75 years old or over, female (%)"
GCS.LOWERSEC.NCOG.PEAC.LOWSES,sdg,23,0,0.0,"Percentage of students in lower secondary showing adequate understanding of issues relating to global citizenship and sustainability – Non-cognitive Dimension – Peace, low socio-economic status (%)"
CR.2.F.DPIA,sdg,23,0,0.0,"Completion rate, lower secondary education, female, adjusted disability parity index (DPIA)"
GCS.LOWERSEC.NCOG.MULT.RURAL,sdg,21,0,0.0,"Percentage of students in lower secondary showing adequate understanding of issues relating to global citizenship and sustainability – Non-cognitive Dimension – Multiculturalism, rural (%)"
GCS.LOWERSEC.NCOG.PEAC.URBAN,sdg,21,0,0.0,"Percentage of students in lower secondary showing adequate understanding of issues relating to global citizenship and sustainability – Non-cognitive Dimension – Peace, urban (%)"
READ.PRIMARY.LANGTEST,sdg,184,0,0.0,"Proportion of students at the end of primary education achieving at least a minimum proficiency level in reading, spoke the language of the test at home, both sexes (%)"
GCS.LOWERSEC.NCOG.SJUS.M,sdg,23,0,0.0,"Percentage of students in lower secondary showing adequate understanding of issues relating to global citizenship and sustainability – Non-cognitive Dimension – Social Justice, male (%)"
GCS.LOWERSEC.LPIA,sdg,21,0,0.0,"Percentage of students in lower secondary showing adequate understanding of issues relating to global citizenship and sustainability, adjusted location parity index (LPIA)"
GCS.LOWERSEC.COG.F,sdg,23,0,0.0,"Percentage of students in lower secondary showing adequate understanding of issues relating to global citizenship and sustainability - Cognitive Dimension, female (%)"
GCS.LOWERSEC.NCOG.MULT.M,sdg,23,0,0.0,"Percentage of students in lower secondary showing adequate understanding of issues relating to global citizenship and sustainability – Non-cognitive Dimension – Multiculturalism, male (%)"
GCS.LOWERSEC.NCOG.SDEV.RURAL,sdg,21,0,0.0,"Percentage of students in lower secondary showing adequate understanding of issues relating to global citizenship and sustainability – Non-cognitive Dimension – Sustainable development, rural (%)"
CR.3.ABL,sdg,19,0,0.0,"Completion rate, upper secondary education, not disabled, both sexes (%)"
GCS.LOWERSEC.NCOG.SJUS.LPIA,sdg,19,0,0.0,"Percentage of students in lower secondary showing adequate understanding of issues relating to global citizenship and sustainability – Non-cognitive Dimension – Social Justice, adjusted location parity index (LPIA)"
CR.2.DIS,sdg,24,0,0.0,"Completion rate, lower secondary education, disabled, both sexes (%)"
CR.3.F.DPIA,sdg,19,0,0.0,"Completion rate, upper secondary education, female, adjusted disability parity index (DPIA)"
CR.2.ABL.F,sdg,24,0,0.0,"Completion rate, lower secondary education, not disabled, female (%)"
ROFST.H.2.ABL.M,sdg,21,0,0.0,"Out-of-school rate, lower secondary education, not disabled, male (household survey data) (%)"
ROFST.H.3.ABL.F,sdg,15,0,0.0,"Out-of-school rate, upper secondary education, not disabled, female (household survey data) (%)"
ROFST.H.2.F.DPIA,sdg,21,0,0.0,"Out-of-school rate, lower secondary education, female, adjusted disability parity index (DPIA)"
ROFST.H.3.ABL.M,sdg,15,0,0.0,"Out-of-school rate, upper secondary education, not disabled, male (household survey data) (%)"
SCHBSP.2T3.WCOMPUT,sdg,961,0,0.0,
XGDP.FSGOV.FSHH.FSODA.FFNTR,sdg,505,0,0.0,
LR.AG15T24.Q5.M,sdg,339,0,0.0,
GAR.5T8.RUR.Q1.M,sdg,22,0,0.0,
LR.AG25T64.Q5,sdg,247,0,0.0,
GAR.5T8.URB.Q1.F,sdg,21,0,0.0,
FOSGP.5T8.FNON500600700,opri,1623,0,0.0,"Percentage of graduates from programmes other than Science, Technology, Engineering and Mathematics in tertiary education, both sexes (%)"
26619,opri,1994,0,0.0,"Oceania: Students from Fiji, both sexes (number)"
25001,opri,1237,0,0.0,"Teachers in tertiary education ISCED 5 programmes, both sexes (number)"
26443,opri,2027,0,0.0,"Africa: Students from Guinea, both sexes (number)"
SLE.2T3.GPIA,opri,3211,0,0.0,"School life expectancy, secondary, adjusted gender parity index (GPIA)"
26490,opri,2003,0,0.0,"Caribbean and Central America: Students from Guatemala, both sexes (number)"
26600,opri,1996,0,0.0,"Europe: Students from Norway, both sexes (number)"
41919,opri,5188,0,0.0,"Repeaters in Grade 5 of lower secondary general education, male (number)"
OFST.1T3.CP,opri,2428,0,0.0,"Out-of-school children, adolescents and youth of primary and secondary school age, both sexes (number)"
XGDP.2T3.FSGOV,opri,2147,0,0.0,Government expenditure on secondary education as a percentage of GDP (%)
20171,opri,1939,0,0.0,"Teachers in upper secondary education, female (number)"
SAP.0.F,opri,4320,0,0.0,"School age population, early childhood education, female (number)"
GER.1T8.F,opri,2455,0,0.0,"Gross enrolment ratio, primary to tertiary, female (%)"
404,opri,5336,0,0.0,End month of the academic school year (pre-primary to post-secondary non-tertiary education)
26602,opri,1997,0,0.0,"Europe: Students from Portugal, both sexes (number)"
299902,opri,5177,0,0.0,Official entrance age to pre-primary education (years)
OE.5T8.40505,opri,4584,0,0.0,"Outbound internationally mobile tertiary students studying in Central Asia, both sexes (number)"
SAP.01.M,opri,1564,0,0.0,"School age population, early childhood educational development programmes, male (number)"
X.PPPCONST.FSGOV,opri,2348,0,0.0,"Government expenditure on education, constant PPP$ (millions)"
26496,opri,2002,0,0.0,"Caribbean and Central America: Students from Nicaragua, both sexes (number)"
SAP.4.F,opri,3506,0,0.0,"School age population, post-secondary non-tertiary education, female (number)"
GER.2T3.M,opri,3347,0,0.0,"Gross enrolment ratio, secondary, male (%)"
X.PPP.3.FSGOV,opri,1465,0,0.0,"Government expenditure on upper secondary education, PPP$ (millions)"
GTVP.2.V,opri,3916,0,0.0,Share of all students in lower secondary education enrolled in vocational programmes (%)
26616,opri,2025,0,0.0,"Inbound internationally mobile students from Oceania, both sexes (number)"
SAP.2,opri,5034,0,0.0,"School age population, lower secondary education, both sexes (number)"
OE.5T8.40500,opri,4562,0,0.0,"Outbound internationally mobile tertiary students studying in North America and Western Europe, both sexes (number)"
26615,opri,2018,0,0.0,"Europe: Students from unknown countries, both sexes (number)"
REPR.1.G5.M.CP,opri,2181,0,0.0,"Repetition rate in Grade 5 of primary education, male (%)"
21508,opri,3165,0,0.0,"Repeaters in Grade 5 of primary education, both sexes (number)"
20082,opri,3511,0,0.0,"Enrolment in secondary education, both sexes (number)"
26612,opri,2004,0,0.0,"Europe: Students from the Ukraine, both sexes (number)"
42116,opri,2679,0,0.0,"Teachers in early childhood educational development programmes, both sexes (number)"
20071,opri,3436,0,0.0,"Enrolment in upper secondary education, female (number)"
NART.1.URB.Q2.F,opri,280,0,0.0,"Total net attendance rate, primary, urban, second quintile, female (%)"
X.PPP.2.FSGOV,opri,1436,0,0.0,"Government expenditure on lower secondary education, PPP$ (millions)"
REPR.1.G2.CP,opri,2544,0,0.0,"Repetition rate in Grade 2 of primary education, both sexes (%)"
26626,opri,1992,0,0.0,"Oceania: Students from the Solomon Islands, both sexes (number)"
PRP.0,opri,2172,0,0.0,Percentage of enrolment in early childhood education programmes in private institutions (%)
NERT.3.GPIA,opri,2467,0,0.0,"Total net enrolment rate, upper secondary, adjusted gender parity index (GPIA)"
NART.1.Q1.GPIA,opri,280,0,0.0,"Total net attendance rate, primary education, poorest quintile, adjusted gender parity index (GPIA)"
43617,opri,2126,0,0.0,"Teachers in tertiary education programmes, male (number)"
REPR.1.G6.F.CP,opri,2253,0,0.0,"Repetition rate in Grade 6 of primary education, female (%)"
GTVP.3.GPV,opri,3368,0,0.0,Share of all students in upper secondary education enrolled in general programmes (%)
21509,opri,3125,0,0.0,"Repeaters in Grade 5 of primary education, female (number)"
26611,opri,1997,0,0.0,"Europe: Students from North Macedonia, both sexes (number)"
26558,opri,2006,0,0.0,"Asia: Students from Saudi Arabia, both sexes (number)"
26598,opri,1996,0,0.0,"Europe: Students from Monaco, both sexes (number)"
E.5T8.FOREIGN.ORG99000000,opri,1890,0,0.0,"Inbound internationally mobile students from unknown regions, both sexes (number)"
GER.4.F,opri,3073,0,0.0,"Gross enrolment ratio, post-secondary non-tertiary, female (%)"
26593,opri,1998,0,0.0,"Europe: Students from Liechtenstein, both sexes (number)"
PRYA.12MO.AG25T54,sdg,1148,0,0.0,"Participation rate of youth and adults in formal and non-formal education and training in the previous 12 months, 25-54 years old, both sexes (%)"
CR.2.Q2.F,sdg,643,0,0.0,"Completion rate, lower secondary education, second quintile, female (%)"
CR.2.RUR.Q4,sdg,607,0,0.0,"Completion rate, lower secondary education, rural, fourth quintile, both sexes (%)"
NARA.AGM1.URB.GPIA,sdg,560,0,0.0,"Adjusted net attendance rate, one year before the official primary entry age, urban, adjusted gender parity index (GPIA)"
OAEPG.2.GPV.GPIA,sdg,2320,0,0.0,"Proportion of pupils enrolled in lower secondary general education who are at least 2 years over-age for their current grade, adjusted gender parity index (GPIA)"
ICTSKILLTRANSFERFILE.F,sdg,288,0,0.0,"Proportion of youth and adults who have transferred files between a computer and other devices, female (%)"
ICTSKILLTRANSFERFILE.AG25T74.F,sdg,251,0,0.0,"Proportion of youth and adults who have transferred files between a computer and other devices, 25-74 years old, female (%)"
NER.02.GPIA.CP,sdg,2613,0,0.0,"Net enrolment rate, pre-primary, adjusted gender parity index (GPIA)"
AIR.2.GPV.GLAST.F,sdg,2790,0,0.0,"Gross intake ratio to the last grade of lower secondary general education, female (%)"
CR.3.Q2,sdg,697,0,0.0,"Completion rate, upper secondary education, second quintile, both sexes (%)"
ROFST.2T3.F.CP,sdg,2359,0,0.0,"Out-of-school rate for adolescents and youth of lower and upper secondary school age, female (%)"
ROFST.AGM1.M.CP,sdg,2562,0,0.0,"Out-of-school rate for children one year younger than official primary entry age, male (%)"
CR.2.RUR.Q2.M,sdg,603,0,0.0,"Completion rate, lower secondary education, rural, second quintile, male (%)"
OAEPG.H.1.Q1.M,sdg,547,0,0.0,"Percentage of pupils enrolled in primary education who are at least 2 years over-age for their current grade, poorest quintile, male (household survey data) (%)"
EA.1T8.AG25T99.RUR,sdg,1249,0,0.0,"Educational attainment rate, completed primary education or higher, population 25+ years, rural, both sexes (%)"
SCHBSP.3.WWATA,sdg,857,0,0.0,Proportion of upper secondary schools with access to basic drinking water (%)
NERA.AGM1.GPIA.CP,sdg,2381,0,0.0,"Adjusted net enrolment rate, one year before the official primary entry age, adjusted gender parity index (GPIA)"
CR.2.RUR.Q5,sdg,590,0,0.0,"Completion rate, lower secondary education, rural, richest quintile, both sexes (%)"
LR.AG65T99.M.LPIA,sdg,479,0,0.0,"Elderly literacy rate, population 65+ years, male, adjusted location parity index (LPIA)"
EA.8.AG25T99.M.LPIA,sdg,517,0,0.0,"Educational attainment rate, completed Doctoral or equivalent education, population 25+ years, male, adjusted location parity index (LPIA)"
CR.2.URB.Q4,sdg,642,0,0.0,"Completion rate, lower secondary education, urban, fourth quintile, both sexes (%)"
ROFST.H.2.Q5.M.LPIA,sdg,272,0,0.0,"Out-of-school rate for adolescents of lower secondary school age, richest quintile, male, adjusted location parity index (household survey data) (LPIA)"
CR.2.RUR.Q5.GPIA,sdg,270,0,0.0,"Completion rate, lower secondary education, rural, richest quintile, adjusted gender parity index (GPIA)"
PRYA.12MO.AG55T64.F,sdg,737,0,0.0,"Participation rate of youth and adults in formal and non-formal education and training in the previous 12 months, 55-64 years old, female (%)"
QUTP.2T3.F,sdg,746,0,0.0,"Percentage of qualified teachers in secondary education, female (%)"
ROFST.H.2.Q5.F.LPIA,sdg,272,0,0.0,"Out-of-school rate for adolescents of lower secondary school age, richest quintile, female, adjusted location parity index (household survey data) (LPIA)"
CR.1.RUR.Q5,sdg,596,0,0.0,"Completion rate, primary education, rural, richest quintile, both sexes (%)"
SCHBSP.2.WWASH,sdg,850,0,0.0,Proportion of lower secondary schools with basic handwashing facilities (%)
GAR.5T8.Q2,sdg,294,0,0.0,"Gross attendance ratio for tertiary education, second quintile, both sexes (%)"
AIR.2.GPV.GLAST.GPIA,sdg,2790,0,0.0,"Gross intake ratio to the last grade of lower secondary general education, adjusted gender parity index (GPIA)"
NER.0.M.CP,sdg,1985,0,0.0,"Net enrolment rate, early childhood education, male (%)"
CR.1.Q3.GPIA,sdg,282,0,0.0,"Completion rate, primary education, middle quintile, adjusted gender parity index (GPIA)"
EA.7T8.AG25T99.URB,sdg,730,0,0.0,"Educational attainment rate, completed Master's or equivalent education or higher, population 25+ years, urban, both sexes (%)"
EA.S1T8.AG25T99.LPIA,sdg,1093,0,0.0,"Educational attainment: at least some primary (ISCED 1), population 25+ years, adjusted location parity index (LPIA)"
OAEPG.H.1.URB.Q5,sdg,559,0,0.0,"Percentage of pupils enrolled in primary education who are at least 2 years over-age for their current grade, urban, richest quintile, both sexes (household survey data) (%)"
CR.3.Q3.F,sdg,642,0,0.0,"Completion rate, upper secondary education, middle quintile, female (%)"
ADMI.ENDOFPRIM.MAT,sdg,2400,0,0.0, Administration of a nationally-representative learning assessment at the end of primary in mathematics (number)
EA.7T8.AG25T99.F.LPIA,sdg,659,0,0.0,"Educational attainment rate, completed Master's or equivalent education or higher, population 25+ years, female, adjusted location parity index (LPIA)"
XUNIT.PPPCONST.5T8.FSGOV.FFNTR,sdg,1556,0,0.0,"Initial government funding per tertiary student, constant PPP$"
EA.8.AG25T99.URB.GPIA,sdg,610,0,0.0,"Educational attainment rate, completed Doctoral or equivalent education, population 25+ years, urban, adjusted gender parity index (GPIA)"
CR.1.URB.Q5,sdg,640,0,0.0,"Completion rate, primary education, urban, richest quintile, both sexes (%)"
NARA.AGM1.URB.Q2.F,sdg,286,0,0.0,"Adjusted net attendance rate, one year before the official primary entry age, urban, second quintile, female (%)"
CR.2.URB.Q1,sdg,617,0,0.0,"Completion rate, lower secondary education, urban, poorest quintile, both sexes (%)"
AIR.2.GPV.GLAST,sdg,2865,0,0.0,"Gross intake ratio to the last grade of lower secondary general education, both sexes (%)"
ICTSKILLCOPI.M.LPIA,sdg,63,0,0.0,"Proportion of youth and adults who have copied or moved a file or folder, male, adjusted location parity index (LPIA)"
ROFST.H.3.Q4.F,sdg,372,0,0.0,"Out-of-school rate for youth of upper secondary school age, fourth quintile, female (household survey data) (%)"
NARA.AGM1.RUR.F,sdg,569,0,0.0,"Adjusted net attendance rate, one year before the official primary entry age, rural, female (%)"
CR.1.URB.Q4.M,sdg,638,0,0.0,"Completion rate, primary education, urban, fourth quintile, male (%)"
QUTP.2T3,sdg,785,0,0.0,"Percentage of qualified teachers in secondary education, both sexes (%)"
OAEPG.2.GPV.F,sdg,2313,0,0.0,"Percentage of pupils enrolled in lower secondary general education who are at least 2 years over-age for their current grade, female (%)"
CR.2.RUR,sdg,1111,0,0.0,"Completion rate, lower secondary education, rural, both sexes (%)"
OAEPG.1.M,sdg,2389,0,0.0,"Percentage of pupils enrolled in primary education who are at least 2 years over-age for their current grade, male (%)"
CR.2.RUR.F,sdg,1057,0,0.0,"Completion rate, lower secondary education, rural, female (%)"
LR.AG25T64.GPIA,sdg,877,0,0.0,"Literacy rate, population 25-64 years, adjusted gender parity index (GPIA)"
CR.3.URB.Q5.M,sdg,635,0,0.0,"Completion rate, upper secondary education, urban, richest quintile, male (%)"
XUNIT.GDPCAP.5T8.FSGOV.FFNTR,sdg,1597,0,0.0,Initial government funding per tertiary student as a percentage of GDP per capita
ROFST.H.1.GPIA,sdg,641,0,0.0,"Out-of-school rate for children of primary school age, adjusted gender parity index (household survey data) (GPIA)"
ROFST.H.1.Q2.LPIA,sdg,280,0,0.0,"Out-of-school rate for children of primary school age, second quintile, adjusted location parity index (household survey data) (LPIA)"
ROFST.H.2.RUR.Q1.M,sdg,354,0,0.0,"Out-of-school rate for adolescents of lower secondary school age, rural, poorest quintile, male (household survey data) (%)"
ICTSKILLCONNEC.AG25T74.F,sdg,142,0,0.0,"Proportion of youth and adults who have connected and installed new devices, 25-74 years old, female (%)"
TRTP.3,sdg,856,0,0.0,"Proportion of teachers with the minimum required qualifications in upper secondary education, both sexes (%)"
ICTSKILLCONNEC.AG15T24,sdg,148,0,0.0,"Proportion of youth and adults who have connected and installed new devices,15-24 years old (%)"
ICTSKILLCOPI.AG15T24.GPIA,sdg,167,0,0.0,"Proportion of youth and adults who have copied or moved a file or folder, 15-24 years old, adjusted gender parity index (GPIA)"
QUTP.3.F,sdg,521,0,0.0,"Percentage of qualified teachers in upper secondary education, female (%)"
CR.1.URB.F.WPIA,sdg,275,0,0.0,"Completion rate, primary education, urban, female, adjusted wealth parity index (WPIA)"
ROFST.H.1.URB.F,sdg,652,0,0.0,"Out-of-school rate for children of primary school age, urban, female (household survey data) (%)"
ICTSKILLCOPI.GPIA,sdg,190,0,0.0,"Proportion of youth and adults who have copied or moved a file or folder, adjusted gender parity index (GPIA)"
CR.3.Q5.GPIA,sdg,273,0,0.0,"Completion rate, upper secondary education, richest quintile, adjusted gender parity index (GPIA)"
OAEPG.H.2.URB.WPIA,sdg,384,0,0.0,"Proportion of pupils enrolled in lower secondary education who are at least 2 years over-age for their current grade, urban, adjusted wealth parity index (household survey data) (WPIA)"
EA.S1T8.AG25T99.F.LPIA,sdg,1075,0,0.0,"Educational attainment: at least some primary (ISCED 1), population 25+ years, female, adjusted location parity index (LPIA)"
NARA.AGM1.RUR.Q4.GPIA,sdg,272,0,0.0,"Adjusted net attendance rate, one year before the official primary entry age, rural, fourth quintile, adjusted gender parity index (GPIA)"
OFST.AGM1.CP,opri,2653,0,0.0,"Out-of-school children, one year before than official primary entry age, both sexes (number)"
REPR.1.G2.F.CP,opri,2362,0,0.0,"Repetition rate in Grade 2 of primary education, female (%)"
SLE.1T3,opri,3225,0,0.0,"School life expectancy, primary and secondary, both sexes (years)"
REPR.1.G4.F.CP,opri,2168,0,0.0,"Repetition rate in Grade 4 of primary education, female (%)"
XGDP.3.FSGOV,opri,1630,0,0.0,Government expenditure on upper secondary education as a percentage of GDP (%)
26500,opri,1998,0,0.0,"Caribbean and Central America: Students from Saint Vincent and the Grenadines, both sexes (number)"
26474,opri,2036,0,0.0,"Africa: Students from unknown countries, both sexes (number)"
26431,opri,2012,0,0.0,"Africa: Students from Comoros, both sexes (number)"
MSEP.5T8,opri,2151,0,0.0,"Inbound mobility rate, both sexes (%)"
XSPENDP.1.FDPUB.FNNONS,opri,1515,0,0.0,Current expenditure other than staff compensation as a percentage of total expenditure in primary public institutions (%)
XSPENDP.2T3.FDPUB.FNCUR,opri,1621,0,0.0,Current expenditure as a percentage of total expenditure in secondary public institutions (%)
21517,opri,3212,0,0.0,"Repeaters in primary education, all grades, female (number)"
NERT.1.GPIA,opri,2324,0,0.0,"Total net enrolment rate, primary, adjusted gender parity index (GPIA)"
43188,opri,1862,0,0.0,"Total inbound internationally mobile students, male (number)"
21511,opri,3185,0,0.0,"Repeaters in Grade 6 of primary education, female (number)"
XGDP.5T8.FSGOV,opri,2163,0,0.0,Government expenditure on tertiary education as a percentage of GDP (%)
XSPENDP.2T3.FDPUB.FNTS,opri,1058,0,0.0,Teaching staff compensation as a percentage of total expenditure in secondary public institutions (%)
26517,opri,2000,0,0.0,"South America: Students from the Bolivarian Republic of Venezuela, both sexes (number)"
NART.2.M,opri,566,0,0.0,"Total net attendance rate, lower secondary, male (%)"
26549,opri,1999,0,0.0,"Asia: Students from Maldives, both sexes (number)"
40032,opri,3411,0,0.0,"Enrolment in early childhood educational development programmes, male (number)"
X.US.4.FSGOV,opri,1882,0,0.0,"Government expenditure on post-secondary non-tertiary education, US$ (millions)"
26423,opri,2025,0,0.0,"Africa: Students from Benin, both sexes (number)"
26579,opri,2001,0,0.0,"Europe: Students from Croatia, both sexes (number)"
41918,opri,4391,0,0.0,"Repeaters in Grade 4 of lower secondary general education, male (number)"
FOSGP.5T8.F900,opri,1631,0,0.0,"Percentage of graduates from tertiary education graduating from  Health and Welfare programmes, both sexes (%)"
26638,opri,1877,0,0.0,"Total inbound internationally mobile students, female (number)"
NART.3.RUR.Q5,opri,521,0,0.0,"Total net attendance rate, upper secondary, rural, richest quintile, both sexes (%)"
NART.1.Q3.M,opri,281,0,0.0,"Total net attendance rate, primary, middle quintile, male (%)"
26531,opri,1998,0,0.0,"Asia: Students from Georgia, both sexes (number)"
26450,opri,2014,0,0.0,"Africa: Students from Malawi, both sexes (number)"
26468,opri,2034,0,0.0,"Africa: Students from Togo, both sexes (number)"
26553,opri,2001,0,0.0,"Asia: Students from Oman, both sexes (number)"
41924,opri,2978,0,0.0,"Repeaters in Grade 1 of lower secondary general education, female (number)"
20177,opri,1933,0,0.0,"Teachers in post-secondary non-tertiary education, female (number)"
26446,opri,2008,0,0.0,"Africa: Students from Lesotho, both sexes (number)"
26624,opri,1995,0,0.0,"Oceania: Students from Papua New Guinea, both sexes (number)"
NART.2.Q3.M,opri,280,0,0.0,"Total net attendance rate, lower secondary, middle quintile, male (%)"
26594,opri,2002,0,0.0,"Europe: Students from Lithuania, both sexes (number)"
NART.2.Q4.F.LPIA,opri,278,0,0.0,"Total net attendance rate, lower secondary education, fourth quintile, female, adjusted location parity index (LPIA)"
21503,opri,3082,0,0.0,"Repeaters in Grade 2 of primary education, female (number)"
26440,opri,2016,0,0.0,"Africa: Students from Gabon, both sexes (number)"
26605,opri,1997,0,0.0,"Europe: Students from San Marino, both sexes (number)"
NART.1.Q3.F,opri,281,0,0.0,"Total net attendance rate, primary, middle quintile, female (%)"
NART.3.RUR.Q3.M,opri,277,0,0.0,"Total net attendance rate, upper secondary, rural, middle quintile, male (%)"
26645,opri,1841,0,0.0,"Oceania: Students from the Federated States of Micronesia, both sexes (number)"
26463,opri,2012,0,0.0,"Africa: Students from Sierra Leone, both sexes (number)"
X.USCONST.2T4.V.FSGOV,opri,627,0,0.0,"Government expenditure on secondary and post-secondary non-tertiary vocational education only, constant US$ (millions)"
REPR.2.F.CP,opri,2436,0,0.0,"Repetition rate in lower secondary general education (all grades), female (%)"
26545,opri,1997,0,0.0,"Asia: Students from Lao People's Democratic Republic, both sexes (number)"
NART.3.RUR.GPIA,opri,540,0,0.0,"Total net attendance rate, upper secondary education, rural, adjusted gender parity index (GPIA)"
26462,opri,2007,0,0.0,"Africa: Students from Seychelles, both sexes (number)"
NART.2.M.WPIA,opri,279,0,0.0,"Total net attendance rate, lower secondary, male, adjusted wealth parity index (WPIA)"
XSPENDP.1.FDPUB.FNCAP,opri,1593,0,0.0,Capital expenditure as a percentage of total expenditure in primary public institutions (%)
MYS.1T8.AG25T99.GPIA,opri,1206,0,0.0,"Mean years of schooling (ISCED 1 or higher), population 25+ years, adjusted gender parity index (GPIA)"
NART.2.Q3.F,opri,280,0,0.0,"Total net attendance rate, lower secondary, middle quintile, female (%)"
NART.1.URB.Q4.GPIA,opri,281,0,0.0,"Total net attendance rate, primary education, urban, fourth quintile, adjusted gender parity index (GPIA)"
NART.2.RUR.Q5.F,opri,272,0,0.0,"Total net attendance rate, lower secondary, rural, richest quintile, female (%)"
NART.2.LPIA,opri,544,0,0.0,"Total net attendance rate, lower secondary, adjusted location parity index (LPIA)"
NART.3.RUR.Q4,opri,528,0,0.0,"Total net attendance rate, upper secondary, rural, fourth quintile, both sexes (%)"
26621,opri,1999,0,0.0,"Oceania: Students from New Zealand, both sexes (number)"
NART.1.M.LPIA,opri,294,0,0.0,"Total net attendance rate, primary education, male, adjusted location parity index (LPIA)"
ILLPOP.AG15T99.RUR.M,opri,481,0,0.0,"Adult illiterate population, 15+ years, rural, male (number)"
NART.1.RUR.Q5.M,opri,276,0,0.0,"Total net attendance rate, primary, rural, richest quintile, male (%)"
NART.2.Q4,opri,546,0,0.0,"Total net attendance rate, lower secondary, fourth quintile, both sexes (%)"
NART.1.F.LPIA,opri,294,0,0.0,"Total net attendance rate, primary education, female, adjusted location parity index (LPIA)"
NART.1.URB.Q5.GPIA,opri,280,0,0.0,"Total net attendance rate, primary education, urban, richest quintile, adjusted gender parity index (GPIA)"
NART.3.RUR.Q1.F,opri,277,0,0.0,"Total net attendance rate, upper secondary, rural, poorest quintile, female (%)"
XGDP.2T4.V.FSGOV,opri,632,0,0.0,Government expenditure on secondary and post-secondary non-tertiary vocational education as a percentage of GDP (%)
NART.3.Q4.M,opri,278,0,0.0,"Total net attendance rate, upper secondary, fourth quintile, male (%)"
NART.1.RUR.Q3.GPIA,opri,281,0,0.0,"Total net attendance rate, primary education, rural, middle quintile, adjusted gender parity index (GPIA)"
NART.1.Q5.M.LPIA,opri,276,0,0.0,"Total net attendance rate, primary education, richest quintile, male, adjusted location parity index (LPIA)"
NART.1.Q1.M.LPIA,opri,276,0,0.0,"Total net attendance rate, primary education, poorest quintile, male, adjusted location parity index (LPIA)"
